data,coletadoEm,nome,indexador,vencimento,taxaCompra,taxaVenda,puCompra,puVenda,investimentoMinimo,isin
2026-09-17,2026-09-18T15:01:09-03:00,Tesouro Educa+ 2044,IPCA,2044-12-15,0.0725,0.0737,1585.92,1557.86,,
2026-09-17,2026-09-18T15:01:09-03:00,Tesouro Educa+ 2034,IPCA,2034-12-15,0.0758,0.077,3126.9,3105.99,,
2026-09-17,2026-09-18T15:01:09-03:00,Tesouro Educa+ 2048,IPCA,2048-12-15,0.0723,0.0735,1205.38,1178.8,,
2026-09-17,2026-09-18T15:01:09-03:00,Tesouro Educa+ 2041,IPCA,2041-12-15,0.0732,0.07440000000000001,1938.75,1910.85,,
2026-09-17,2026-09-18T15:01:09-03:00,Tesouro Educa+ 2030,IPCA,2030-12-15,0.0737,0.07490000000000001,3467.23,3457.74,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Selic 2031,SELIC,2031-03-01,0.0007000000000000001,0.0008,19851.5,19832.55,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Selic 2028,SELIC,2028-03-01,0.0002,0.0003,19911.17,19898.12,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Selic 2029,SELIC,2029-03-01,0.0003,0.0004,19900.69,19885.68,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Selic 2027,SELIC,2027-03-01,0.0001,0.0002,19915.15,19904.1,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado 2031,PREFIXADO,2031-01-01,0.141,0.14220000000000002,571.16,568.32,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado 2027,PREFIXADO,2027-01-01,0.1354,0.1366,965.34,964.56,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado 2028,PREFIXADO,2028-01-01,0.136,0.13720000000000002,850.07,848.5,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado 2029,PREFIXADO,2029-01-01,0.1385,0.13970000000000002,746.11,743.95,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado 2032,PREFIXADO,2032-01-01,0.1419,0.1431,498.51,495.51,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2035,IPCA,2035-05-15,0.0755,0.0767,4398.19,4362.27,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2032,IPCA,2032-08-15,0.0755,0.0767,4436.04,4407.79,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2037,IPCA,2037-05-15,0.0748,0.076,4352.31,4311.66,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2055,IPCA,2055-05-15,0.0721,0.0733,4177.71,4115.56,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2060,IPCA,2060-08-15,0.0719,0.0731,4085.26,4020.88,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2045,IPCA,2045-05-15,0.0732,0.07440000000000001,4235.04,4181.35,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2050,IPCA,2050-08-15,0.0728,0.07400000000000001,4114.97,4056.4,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2040,IPCA,2040-08-15,0.0734,0.0746,4243.5,4196.32,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ com Juros Semestrais 2030,IPCA,2030-08-15,0.075,0.0762,4541.32,4519.89,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ 2045,IPCA,2045-05-15,0.0726,0.0738,1291.38,1263.84,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ 2032,IPCA,2032-08-15,0.0758,0.077,3083.29,3060.58,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ 2029,IPCA,2029-05-15,0.0737,0.07490000000000001,3928.6,3913.82,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ 2040,IPCA,2040-08-15,0.0727,0.0739,1794.19,1765.19,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ 2035,IPCA,2035-05-15,0.0757,0.07690000000000001,2529.18,2502.95,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IPCA+ 2050,IPCA,2050-08-15,0.0719,0.0731,909.82,885.22,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro IGPM+ com Juros Semestrais 2031,IGP-M,2031-01-01,0.07830000000000001,0.0795,7738.39,7699.19,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado com Juros Semestrais 2027,PREFIXADO,2027-01-01,0.1332,0.1344,1013.0,1012.19,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado com Juros Semestrais 2037,PREFIXADO,2037-01-01,0.14250000000000002,0.1437,808.19,802.68,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado com Juros Semestrais 2029,PREFIXADO,2029-01-01,0.1363,0.1375,957.74,955.2,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado com Juros Semestrais 2033,PREFIXADO,2033-01-01,0.1424,0.1436,859.62,855.07,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado com Juros Semestrais 2035,PREFIXADO,2035-01-01,0.1426,0.1438,830.21,825.1,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Prefixado com Juros Semestrais 2031,PREFIXADO,2031-01-01,0.1411,0.1423,901.7,897.97,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2054,IPCA,2054-12-15,0.0727,0.0739,1433.07,1406.63,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2064,IPCA,2064-12-15,0.07110000000000001,0.0723,741.56,719.77,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2069,IPCA,2069-12-15,0.0704,0.0716,537.86,519.14,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2059,IPCA,2059-12-15,0.0717,0.0729,1030.95,1006.27,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2049,IPCA,2049-12-15,0.0736,0.0748,2012.58,1986.53,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2084,IPCA,2084-12-15,0.0699,0.07110000000000001,199.25,189.12,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2079,IPCA,2079-12-15,0.0699,0.07110000000000001,278.76,266.06,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Renda+ Aposentadoria Extra 2074,IPCA,2074-12-15,0.07,0.0712,388.72,373.1,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2041,IPCA,2041-12-15,0.0735,0.0747,1933.58,1905.06,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2037,IPCA,2037-12-15,0.0753,0.0765,2526.45,2500.29,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2047,IPCA,2047-12-15,0.0725,0.0737,1288.44,1260.97,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2046,IPCA,2046-12-15,0.0726,0.0738,1378.84,1350.95,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2040,IPCA,2040-12-15,0.0739,0.0751,2066.11,2037.9,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2033,IPCA,2033-12-15,0.0752,0.0764,3374.54,3354.46,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2045,IPCA,2045-12-15,0.0726,0.0738,1478.26,1449.97,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2034,IPCA,2034-12-15,0.0755,0.0767,3134.43,3112.32,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2030,IPCA,2030-12-15,0.0731,0.0743,3474.08,3463.3,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2036,IPCA,2036-12-15,0.0756,0.0768,2709.74,2684.65,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2035,IPCA,2035-12-15,0.0756,0.0768,2913.5,2889.73,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2048,IPCA,2048-12-15,0.0724,0.0736,1204.19,1177.21,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2044,IPCA,2044-12-15,0.0727,0.0739,1582.65,1554.09,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2043,IPCA,2043-12-15,0.0728,0.07400000000000001,1694.86,1666.13,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2039,IPCA,2039-12-15,0.0745,0.0757,2204.94,2177.27,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2038,IPCA,2038-12-15,0.075,0.0762,2357.28,2330.28,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2042,IPCA,2042-12-15,0.0731,0.0743,1810.93,1782.22,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2031,IPCA,2031-12-15,0.0738,0.075,3911.07,3896.41,,
2026-09-18,2026-09-23T15:47:24-03:00,Tesouro Educa+ 2032,IPCA,2032-12-15,0.0748,0.076,3631.58,3613.96,,
